iter	Logloss
0	0.5019249338
1	0.386069108
2	0.2972181027
3	0.2489267949
4	0.2104468208
5	0.1858902783
6	0.1652040749
7	0.1535779787
8	0.137941601
9	0.1268227827
10	0.1193973939
11	0.111420942
12	0.106614189
13	0.1022278906
14	0.09788243196
15	0.09322576277
16	0.08920475591
17	0.08443713392
18	0.07940848386
19	0.07601732592
20	0.0728922452
21	0.0708811278
22	0.06644535956
23	0.06189487739
24	0.05773297909
25	0.05592254881
26	0.05404075184
27	0.05005810317
28	0.04886368383
29	0.04789106706
30	0.04691198856
31	0.04555952522
32	0.04367455106
33	0.0423932483
34	0.04072409157
35	0.03645276465
36	0.03566457978
37	0.03332850185
38	0.03214769292
39	0.0311611287
40	0.02996109773
41	0.02872917031
42	0.02806762243
43	0.02726211969
44	0.02611688033
45	0.02577016889
46	0.02532723137
47	0.02477596651
48	0.02441241809
49	0.02377633285
50	0.02263535694
51	0.02217501139
52	0.02174914915
53	0.02110843981
54	0.02076058415
55	0.02038803224
56	0.01945070166
57	0.01886437173
58	0.01853421606
59	0.01800148413
60	0.01732615516
61	0.01700890685
62	0.01655891402
63	0.01629790313
64	0.01576989943
65	0.01539774681
66	0.01495759792
67	0.01426358469
68	0.01390782683
69	0.01338210513
70	0.01302613045
71	0.01287695576
72	0.0125731751
73	0.0123598318
74	0.01220778583
75	0.01208817302
76	0.01176285827
77	0.01167533406
78	0.01150715201
79	0.01137486798
80	0.01099866337
81	0.01076714566
82	0.01061764574
83	0.01047065537
84	0.01035771789
85	0.01025136879
86	0.009987600394
87	0.009688615582
88	0.009595603189
89	0.009418416589
90	0.009000707179
91	0.008820168423
92	0.008672806133
93	0.008597923074
94	0.008431732145
95	0.008344055509
96	0.008232519853
97	0.008059490977
98	0.007959778566
99	0.007863331368
100	0.007785720859
101	0.007745972643
102	0.00758519851
103	0.007429491252
104	0.007351778236
105	0.007222405204
106	0.007142498742
107	0.006997523106
108	0.006919227246
109	0.006847338908
110	0.006678313191
111	0.006615318317
112	0.00655725078
113	0.006435842204
114	0.006398077588
115	0.006276506933
116	0.006163600038
117	0.006094723059
118	0.006014663104
119	0.005944092337
120	0.005898554326
121	0.00583771211
122	0.005688940476
123	0.00566229658
124	0.005596542055
125	0.005549798106
126	0.00547533098
127	0.005385516177
128	0.005318083964
129	0.005192199407
130	0.005146321136
131	0.005104786821
132	0.005044202751
133	0.004971945172
134	0.004935142839
135	0.004858460264
136	0.004801752695
137	0.004766957039
138	0.0046718843
139	0.00458840081
140	0.004511139148
141	0.00446797008
142	0.004391227128
143	0.004371268491
144	0.004338537208
145	0.004313085297
146	0.004264090745
147	0.00420209921
148	0.004151775818
149	0.004104487666
150	0.00407478089
151	0.004039512681
152	0.003989057799
153	0.003948836493
154	0.003909041853
155	0.003870542779
156	0.003791605308
157	0.003763194098
158	0.003741735149
159	0.003700398872
160	0.00362382122
161	0.003587558258
162	0.003552702494
163	0.003478259519
164	0.003466219989
165	0.003442891754
166	0.00340808939
167	0.003379259294
168	0.00331081274
169	0.003284891495
170	0.003271073379
171	0.003242411535
172	0.003217765731
173	0.003195339669
174	0.003137072752
175	0.003118560491
176	0.003072346253
177	0.003044142741
178	0.003029855022
179	0.002963775532
180	0.002946295054
181	0.002912277865
182	0.002881985562
183	0.00284241982
184	0.002794974151
185	0.002761694103
186	0.002702357029
187	0.002676128799
188	0.002629370627
189	0.002618088095
190	0.002603936427
191	0.002558364606
192	0.00252987477
193	0.002509398766
194	0.002485679286
195	0.002467815613
196	0.002448733388
197	0.002413765724
198	0.002373252996
199	0.002349633339
